"ramName","ramPrice","ramScore"
"OCMEMORY OCM3200CL18-8GBNH 8GB",NA,26491
"Corsair CMT32GX5M2X6600C32 16GB",NA,26446
"G Skill Intl F4-3600C14-8GTEGA 8GB",NA,26417
"Corsair CMK48GX5M2X7600C36 24GB",NA,26413
"Corsair CMP32GX5M2B6400C32 16GB",NA,26400
"G Skill Intl F4-4000C14-8GVK 8GB",NA,26382
"Jazer JAE6000U4008 8GB",NA,26378
"Mushkin MLA4C360GKKP16G 16GB",NA,26373
"Micron Technology MTC8C1084S1UC48BA1 BF 16GB",NA,26356
"Corsair CMH32GX5M2B7000C40 16GB",219,26341
"Corsair CMK64GX5M2B6400C32 32GB",349,26340
"Hewlett-Packard 48U45AA# 16GB",NA,26332
"Team Group Inc. SD5-5600 16GB",NA,26319
"Kingston KF552C40-8 8GB",NA,26285
"Corsair CMW16GX4M2G4000C16 8GB",NA,26278
"Corsair CMK32GX5M2E6000C36 16GB",159,26225
"Kingston KF556C40-32 32GB",NA,26217
"G Skill Intl F5-6600J3440G16G 16GB",206.95,26208
"Team Group Inc. UD5-6800 48GB",NA,26204
"Corsair CMH32GX5M2B6400C36 16GB",204.95,26190
"Corsair CMH64GX5M2B5600C40 32GB",NA,26168
"Patriot Memory (PDP Systems) PSD58G480041 8GB",NA,26142
"Corsair CMT64GX5M4B6600C32 16GB",NA,26122
"Team Group Inc. UD5-7200 16GB",NA,26109
"A-DATA Technology AD5S560016G-B 16GB",NA,26098
"Mushkin MRX4U360EKKT8G 8GB",NA,26090
"Essencore Limited KD4AGU880-36A180Z 16GB",NA,26086
"V-Color Technology Inc. TL1636818A-E6PRKWK 16GB",NA,26084
"Patriot Memory (PDP Systems) 7000 C38 Series 16GB",NA,26081
"Kingston KF560C40-32 32GB",NA,26063
"Corsair CMT64GX5M2B6400C32 32GB",NA,26053
"Corsair CMK32GX5M2B6000C36 16GB",NA,26037
"Corsair CMK96GX5M4B6000C30 24GB",NA,26029
"G Skill Intl F4-4000C14-16GTZR 16GB",NA,26029
"Corsair CMT32GX5M2E6000C36 16GB",NA,26020
"Corsair CM4X8GD3600C16K2E 8GB",NA,26014
"A-DATA Technology AX5U7200C3416G-DCLARWH 16GB",NA,26008
"Patriot Memory (PDP Systems) 6800 C34 Series 16GB",NA,26003
"A-DATA Technology AX4U360016G18I-BW50 16GB",NA,25969
"Thermaltake Technology Co Ltd RG33D516GX2-6000C36B 16GB",198.95,25955
"Crucial Technology CP32G56C46U5.M16B2 32GB",NA,25953
"Corsair CMK48GX5M2B7000C40 24GB",311.95,25941
"G Skill Intl F4-4266C16-16GTRG 16GB",NA,25939
"Corsair CMH32GX5M2B5200C40 16GB",159,25938
"Gold Key Technology Co Ltd NMGD516F81-5200N 16GB",NA,25938
"G Skill Intl F4-3600C14-16GTZN 16GB",NA,25928
"Asgard VMA47UH-AMC1U23T3 16GB",NA,25904
"Corsair CMT32GX4M2Z4000C16 16GB",NA,25895
"Corsair CMP48GX5M2X8000C38 24GB",NA,25886
"Kingston KF556S40-32 32GB",NA,25886
"Team Group Inc. UD5-8200 24GB",NA,25875
"Corsair CMK5X16G1B52C40A2 16GB",NA,25870
"G Skill Intl F4-4000C18-8GTZN 8GB",NA,25865
"Crucial Technology CP16G56C46U5.M8B2 16GB",NA,25858
"Corsair CMK32GX5M2X6800C32 16GB",NA,25832
"Corsair CMH64GX5M2B6400C32 32GB",349,25832
"Corsair CMK48GX5M2B5600C40 24GB",NA,25827
"G Skill Intl F4-4000C18-16GTEG 16GB",NA,25827
"G Skill Intl F4-4000C16-16GVK 16GB",NA,25798
"G Skill Intl F4-3600C14-16GTZR 16GB",NA,25794
"Avant Technology AVJ644GU44K6560P09-HYM7 32GB",NA,25791
"Corsair CMP64GX5M4B6400C32 16GB",NA,25791
"Corsair CMK64GX5M2B6600C32 32GB",NA,25778
"Samsung M425R1GB4PB0-CWMOD 8GB",NA,25764
"Corsair CMK64GX5M2B5200C40 32GB",429.95,25757
"Mushkin MLA4C360JNNM32G 32GB",NA,25749
"Mushkin MLX5C640BGGP32G 32GB",NA,25738
"PUSKILL PSK-D5D46M5600BL-16G 16GB",NA,25734
"Corsair CMK32GX5M1B5600C40 32GB",NA,25722
"Acer BL.9BWWR.294 8GB",NA,25687
"Samsung M323R2GA3DB0-CWMOD 16GB",NA,25684
"G Skill Intl F4-4000C14-8GTZR 8GB",NA,25682
"Acer BL.9BWWR.280 16GB",NA,25680
"Team Group Inc. UD5-5200 16GB",NA,25673
"G Skill Intl F4-3600C14-16GTRS 16GB",NA,25663
"A-DATA Technology AX4U3600316G18I-BB10 16GB",NA,25660
"G Skill Intl F4-3600C14-8GTESA 8GB",NA,25657
"Corsair CMH64GX5M2B5200C40 32GB",304.95,25650
"Corsair CMH96GX5M2B5200C38 48GB",489,25644
"A-DATA Technology AX4U360032G18I-SWHD3 32GB",NA,25639
"A-DATA Technology AX4U360016G18I-SB10 16GB",NA,25636
"A-DATA Technology AX5U6000C4016G-DCLARBK 16GB",179,25630
"Asgard VMA47UG-AMC1U2AV3 8GB",NA,25625
"G Skill Intl F5-5200J2834F16G 16GB",NA,25616
"Crucial Technology CP32G56C46U5.M16D1 32GB",NA,25607
"G Skill Intl F4-3600C14-16GTZRA 16GB",NA,25595
"A-DATA Technology AX5U6000C4016G-B 16GB",NA,25571
"G Skill Intl F5-6400J3648F16G 16GB",NA,25555
"A-DATA Technology AX5U6000C3616G-B 16GB",NA,25539
"Apacer Technology GD2.2229BH.001 16GB",NA,25519
"G Skill Intl F4-3800C14-16GTZN 16GB",NA,25513
"Kingston KF560S38-16 16GB",NA,25492
"Patriot Memory (PDP Systems) 7000 C32 Series 16GB",NA,25492
"PUSKILL DJRGB16GB36C18 16GB",NA,25490
"A-DATA Technology AX4U360032G18I-BBKD4 32GB",NA,25475
"Corsair CMH32GX5M2B5600C36 16GB",179,25473
"A-DATA Technology AX4U36008G18I-DW50 8GB",NA,25465
"Mushkin MR[ABC]4U360JNNM32G 32GB",NA,25456
"Corsair CMK32GX5M2X7000C34 16GB",NA,25449
"Corsair CMK16GX4M2B4000C19 8GB",NA,25440
"G Skill Intl F4-4000C14-8GTES 8GB",NA,25438
"A-DATA Technology AX5U5200C3816G-DCLARBK 16GB",169,25426
"G Skill Intl F4-4000C16-16GTZRA 16GB",NA,25424
"G Skill Intl F4-3600C14-8GTZNA 8GB",NA,25422
"Chun Well Technology Holding Limited MD4U0846181BRPDE 8GB",NA,25422
"G Skill Intl F4-4266C16-16GTEG 16GB",NA,25402
"V-Color Technology Inc. TO408G32S816DSPSXS 8GB",NA,25388
"Corsair CMK16GX5M2B5200C40 8GB",111.95,25378
"G Skill Intl F4-3600C14-16GTESA 16GB",NA,25377
"G Skill Intl F4-4000C16-16GTRGA 16GB",NA,25371
"Patriot Memory (PDP Systems) 7200 C34 Series 16GB",NA,25367
"G Skill Intl F4-3600C14-8GVKA 8GB",NA,25357
"G Skill Intl F4-5333C22-8GTRG 8GB",NA,25336
"Lexar Co Limited LD4BU016G-H3600U0H 16GB",NA,25323
"Corsair CMK96GX5M2B6400C32 48GB",NA,25306
"SK Hynix HMCG78AEBUA081N 16GB",NA,25304
"SK Hynix HMCG66AGBSA095N 8GB",NA,25297
"G Skill Intl F5-6000J4040F16G 16GB",189,25291
"G Skill Intl F4-4400C19-32GVK 32GB",NA,25284
"G Skill Intl F4-4000C14-8GTRS 8GB",NA,25284
"Corsair CMP48GX5M2X7200C36 24GB",412.95,25277
"Corsair CMK16GX4M2G4000C16 8GB",NA,25273
"Wilk Elektronik S.A. IRG-W36D4L18S/8G 8GB",NA,25271
"Hewlett-Packard 54N61AA# 8GB",NA,25270
"Kingston 9905789-082.A00G 32GB",NA,25266
"G Skill Intl F5-7200J3646F24G 24GB",359,25265
"Patriot Memory (PDP Systems) 4000 C16 Series 8GB",NA,25255
"Corsair CMT32GX4M2Z4000C18 16GB",NA,25255
"Asgard VAM4UX36C188G-CGURBN 8GB",NA,25237
"Asgard VAM4UX36C188G-DVALWN 8GB",NA,25224
"Crucial Technology CP48G56C46U5.C16B 48GB",NA,25219
"Corsair CMT32GX5M2X7200C34 16GB",348.95,25215
"Team Group Inc. TEAMGROUP-UD4-4300 8GB",NA,25207
"A-DATA Technology AX4U36008G18I-DW60 8GB",NA,25207
"Thermaltake Technology Co Ltd R020D408GX2-3200C16A 8GB",NA,25183
"Corsair CMT5S32G3B56Z40A2 32GB",NA,25182
"Crucial Technology CP24G56C46U5.M8B1 24GB",NA,25176
"SK Hynix HMCG78AGBUA081N 16GB",NA,25155
"G Skill Intl F4-3600C16-16GTEGC 16GB",NA,25141
"PNY Technologies, Inc. 16GP1X1664JJJ84-14-K3-RGB 16GB",NA,25129
"Corsair CMT32GX5M2X6000C30 16GB",NA,25106
"SK Hynix HMCG66MEBSA095N 8GB",NA,25099
"Jazer JAD3600U1816RGB 16GB",NA,25090
"Corsair CMH32GX5M2X7200C34 16GB",249,25081
"Crucial Technology CP32G56C46U5.C16D 32GB",NA,25068
"G Skill Intl F4-4400C19-16GTRG 16GB",NA,25063
"G Skill Intl F4-4000C16-16GTZNA 16GB",NA,25059
"G Skill Intl F4-4600C18-8GTRS 8GB",NA,25055
"G Skill Intl F5-7200J3445G16G 16GB",280.95,25032
"Corsair CMH32GX5M2Y6000C30 16GB",NA,25031
"Essencore Limited KD4AGU880-36A180Y 16GB",NA,25031
"Gloway International Co. Ltd. TAC4U3600E18162C 16GB",NA,25026
"Crucial Technology CP16G56C46U5.C8B2 16GB",NA,25013
"A-DATA Technology AX4U36008G18I-DCBK20 8GB",NA,25012
"Samsung M425R2GA3BB0-CWMOL 16GB",NA,25008
"Corsair CMT64GX4M4Z3600C16 16GB",NA,25004
"G Skill Intl F4-4800C20-16GTRG 16GB",NA,24994
"G Skill Intl F4-4000C16-16GTZR 16GB",NA,24968
"A-DATA Technology AX5U6400C3216G-DWROG 16GB",NA,24967
"Kingston HP52U40S8MA-16FRAE 16GB",NA,24962
"Pioneer High Fidelity Taiwan Co.Ltd APS-M48GU0N36J-4HC 16GB",NA,24949
"MAXSUN MSD416G32Q3 16MB",NA,24949
"Crucial Technology CP24G60C48U5.M8BR 24GB",NA,24943
"Essencore Limited KD5AGUA80-62E400S 16GB",NA,24934
"Corsair CMP64GX5M2X6600C32 32GB",NA,24932
"Corsair CM4X16GC4000Z18K2 16GB",NA,24931
"Patriot Memory (PDP Systems) 3600 C14 Series 8GB",NA,24923
"Asgard VMA47UH-MEC1U22T3 16GB",NA,24916
"Corsair CMK96GX5M2B6600C32 48GB",NA,24906
"Mushkin MRX4U360JNNM32G 32GB",NA,24890
"Patriot Memory (PDP Systems) 7600 C36 Series 16GB",NA,24878
"Corsair CMT64GX5M2B5600C40 32GB",NA,24867
"Patriot Memory (PDP Systems) 7400 C36 Series 16GB",NA,24859
"Mushkin MRX4U360JNNM16G 16GB",NA,24852
"G Skill Intl F4-4000C15-8GTRG 8GB",NA,24838
"Corsair CMW32GX4M2Z3600C14 16GB",NA,24827
"G Skill Intl F5-6800J3446F24G 24GB",NA,24822
"Corsair CMK32GX5M2X7200C34 16GB",NA,24803
"Kingston KF5333C20D4/8GX 8GB",NA,24803
"KingSpec KS3200D4P12016G 16GB",NA,24797
"Kingston KF436C18BB/16 16GB",NA,24786
"Chun Well Technology Holding Limited D4U1636144B 16GB",NA,24782
"Gloway International Co. Ltd. TAC4U3200E18321C 32GB",NA,24768
"Apacer Technology GD2.1827CC.001 8GB",NA,24744
"G Skill Intl F5-6800J3445G16G 16GB",NA,24740
"Micron Technology MTC4C10163S1UC56BD1 8GB",NA,24738
"A-DATA Technology AX5U6400C3216G-BLABBK 16GB",NA,24738
"Corsair CMH96GX5M2B5600C40 40GB",484.95,24713
"Corsair CMH64GX5M2B6600C32 32GB",NA,24695
"G Skill Intl F4-3600C14-8GTZN 8GB",NA,24690
"Timetec International Inc TIMETEC-U16G-3200 16GB",NA,24689
"Kingston KF568C36-16 16GB",NA,24688
"Corsair CMK32GX5M2B5600C40 16GB",167.95,24672
"G Skill Intl F4-3600C14-16GVK 16GB",NA,24666
"Kingston KF572C38-16 16GB",NA,24663
"Corsair CMK32GX5M2B5200C40 16GB",139,24661
"Crucial Technology BL16G30C15U4B.M8FB1 16GB",NA,24644
"Gold Key Technology Co Ltd NMGD416E82-3601D 16GB",NA,24639
"Team Group Inc. UD5-7600 16GB",NA,24637
"G Skill Intl F4-4000C16-8GVKA 8GB",NA,24636
"Chun Well Technology Holding Limited D4U0840160B 8GB",NA,24626
"Crucial Technology CB16GU4800.C8AT 16GB",NA,24609
"G Skill Intl F4-4266C17-16GTZRB 16GB",NA,24605
"Apacer Technology GD2.1842CS.00A 8GB",NA,24602
"Corsair CMK32GX5M2B5600C36 16GB",159,24599
"Corsair CMH32GX5M2B5600C40 16GB",159,24592
"Corsair CMT32GX5M2X6200C36 16GB",279.95,24578
"Corsair CMH32GX5M2B6000C36 16GB",NA,24552
"Crucial Technology CT16G52C42S5.M8GB 16GB",NA,24519
"Kingston KF548C38-8 8GB",NA,24517
"Mushkin MRX4U360GKKP32G 32GB",NA,24516
"G Skill Intl F4-4400C17-16GVK 16GB",NA,24515
"A-DATA Technology AX5U6400C3216G-BLARBK 16GB",NA,24492
"Thermaltake Technology Co Ltd R016D408GX2-4600C19A 8GB",269,24483
"Corsair CMT32GX4M4C3466C16 8GB",NA,24480
"Crucial Technology CT48G56C46S5.M16B1 48GB",118.99,24473
"G Skill Intl F4-4266C16-16GVK 16GB",NA,24471
"G Skill Intl F4-3600C14-8GTZNB 8GB",NA,24467
"Corsair CMH64GX5M2B6000C40 32GB",372.95,24456
"Corsair CMP96GX5M2B6400C32 48GB",NA,24451
"Team Group Inc. SD5-5200 32GB",NA,24429
"Lexar Co Limited LD4BU008G-3200KG 8GB",NA,24420
"Patriot Memory (PDP Systems) 4000 Series 8GB",NA,24419
"Corsair CMH16GX4M2Z3600C16 8GB",NA,24414
"Samsung M323R4GA3PB0-CWMOL 32GB",NA,24411
"Corsair CMG32GX4M4E3200C16 8GB",198.95,24407
"Crucial Technology CP48G56C46U5.M16B1 48GB",NA,24406
"A-DATA Technology AX4U32008G16A-BWHD45 8GB",NA,24399
"Corsair CMP96GX5M2B6600C32 48GB",737.95,24398
"Corsair CMT64GX5M2X5600C40 32GB",NA,24393
"Gold Key Technology Co Ltd NMUD416E82-4400G 16GB",NA,24388
"G Skill Intl F4-3600C16-16GTRS 16GB",NA,24382
"Mushkin MRX4U360GKKP8G 8GB",NA,24376
"Acer BL.9BWWR.203 8GB",NA,24375
"Corsair CMK64GX5M2B5600C40 32GB",298,24373
"Kingbank Technology Co Ltd  8GB",NA,24373
"Lexar Co Limited LD4U16G32C16LG 16GB",NA,24354
"Apacer Technology GD2.18278N.001 8GB",NA,24352
"PNY Technologies, Inc. 8GBF1X08TIPP46-145-K 8GB",NA,24337
"A-DATA Technology AX4U3600716G18I-DT60 16GB",NA,24324
"Shenzhen Fanxiang Information Technology UD1116G325 16GB",NA,24324
"Kingston KF552C40-16 16GB",NA,24320
"Corsair CMH32GX5M2B6000C38 16GB",NA,24281
"Mushkin MRX4U320EJJP32G 32GB",NA,24281
"Corsair CMK64GX5M2B6200C32 32GB",NA,24276
"Essencore Limited KD48GU880-36A180Y 8GB",NA,24276
"G Skill Intl F4-4000C17-16GTRSB 16GB",NA,24274
"G Skill Intl F4-3600C14-16GTRG 16GB",NA,24272
"Kingston KF564C32-48 48GB",NA,24271
"Corsair CMH32GX5M2X7000C34 16GB",NA,24263
"Corsair CMG32GX4M4D3600C18 8GB",286.95,24263
"Samsung M425R1GB4BB0-CWMOD 8GB",NA,24251
"Corsair CMWX32GC3600C18W4D 32GB",NA,24246
"G Skill Intl F4-3600C16-8GTZKK 8GB",NA,24241
"G Skill Intl F4-4400C16-8GTZR 8GB",NA,24240
"Corsair CMT32GX5M2X7000C34 16GB",NA,24229
"A-DATA Technology AX5U6000C3032G-BLABRBK 32GB",NA,24225
"G Skill Intl F4-4000C16-8GTZRA 8GB",NA,24223
"SanMax Technologies Inc. SMD4-U32G88MF-32AA 32GB",NA,24207
"Crucial Technology BLM8G51C19U4B.M8FB1 8GB",NA,24202
"A-DATA Technology AX4U36008G18I-DT60 8GB",93.95,24196
"G Skill Intl F4-4600C18-8GTZR 8GB",NA,24190
"A-DATA Technology AX5U6400C3216G-CLARBK 16GB",NA,24189
"Corsair CMT32GX4M4D3600C18 8GB",NA,24172
"Corsair CMP32GX5M2X6600C32 16GB",NA,24163
"Mushkin MLX4C360JNNM16G 16GB",NA,24136
"Jazer JAD3600U1808 8GB",NA,24133
"Mushkin MLA4C360GKKP32G 32GB",NA,24118
"Crucial Technology CP16G56C46U5.M8G1 16GB",NA,24105
"G Skill Intl F4-3600C16-16GTESC 16GB",NA,24094
"Micron Technology MTC8C1084S1SC48BA1 BF 16GB",NA,24085
"A-DATA Technology AX4U320016G16A-SR30 16GB",NA,24072
"Corsair CMH64GX5M2B5600C36 32GB",349,24040
"Asgard VMA47UH-AMC2U2BV3 16GB",NA,24032
"Essencore Limited KD5AGUA80-70B360S 16GB",NA,24024
"Corsair CMN32GX4M2Z3600C16 16GB",169.95,24023
"Corsair CMN16GX4M2Z3600C16 8GB",133.95,24022
"A-DATA Technology AX4U32008G16A-SWHD35 8GB",NA,24010
"Team Group Inc. TEAMGROUP-UD4-3733 8GB",NA,24007
"A-DATA Technology AX4U360016G18I-DT50 16GB",NA,24006
"A-DATA Technology AX4U360016G18I-DTBKD 16GB",119,24002
"Samsung M391A2K43DB1-CWE 16GB",NA,24000
"Corsair CMK16GX4M2Z3600C14 8GB",NA,23987
"V-Color Technology Inc. TL8G41819D-E6PRSWK 8GB",NA,23962
"Golden Empire CL42-42-42 D5-5200 16GB",NA,23958
"V-Color Technology Inc. TL1636818A-E6PRSWK 16GB",NA,23958
"Mushkin MRX4U320GJJM8G 8GB",NA,23953
"Kingston KF432C15BB/8-SP 8GB",NA,23952
"Mushkin MLX4C360GKKP16G 16GB",NA,23949
"A-DATA Technology AX4U36008G18I-SR30 8GB",NA,23939
"G Skill Intl F4-4000C17-16GVKB 16GB",NA,23934
"Corsair CMP32GX5M2X7000C34 16GB",NA,23915
"Kingston 9905790-059.A00G 16GB",NA,23914
"V-Color Technology Inc. TD416G32D822 16GB",NA,23908
"Lexar Co Limited LD4BU016G-H3600GLH 16GB",NA,23900
"Crucial Technology BLM8G44C19U4BL.M8FE1 8GB",NA,23899
"Apacer Technology GD2.1542WS.004 8GB",NA,23896
"Corsair CMK64GX5M4B6000C36 16GB",NA,23894
"G Skill Intl F4-4400C17-16GTRG 16GB",NA,23874
"PNY Technologies, Inc. 8GBF1X08SHLL42-135-K 8GB",NA,23870
"Gold Key Technology Co Ltd NMUD416E82-4600C 16GB",NA,23861
"Mushkin MRX4U320EJJP16G 16GB",NA,23850
"A-DATA Technology AX4U320016G16A-DTWHD 16GB",115.95,23828
"Apacer Technology GD2.15278S.002 8GB",NA,23827
"Corsair CMT64GX5M2B6000C30 32GB",NA,23813
"Patriot Memory (PDP Systems) 7800 C38 Series 16GB",NA,23804
"Corsair CMW32GX4M2Z4000C18 16GB",NA,23799
"V-Color Technology Inc. TD48G32S822 8GB",NA,23782
"Apacer Technology GD2.2227CS.003 8GB",NA,23773
"Kingston HP37D4U1D8HD-16X 16GB",NA,23770
"Samsung M323R4GA3DB0-CWMOD 32GB",NA,23767
"Mushkin MLX4C360GKKP32G 32GB",NA,23749
"Crucial Technology CT32G56C46S5.M16D1 32GB",NA,23743
"Crucial Technology BL16G36C16U4WL.M8FB1 16GB",NA,23726
"Lexar Co Limited LD4BU016G-3600LH 16GB",NA,23723
"Crucial Technology BL32G36C16U4B.M16FB1 32GB",NA,23722
"Hewlett-Packard 2E2L4AA# 16GB",NA,23714
"Corsair CMH128GX5M4B5600C40 32GB",NA,23698
"JUHOR JHD3600U1608JG 8GB",NA,23695
"Lexar Co Limited LD4U16G36C18LG 16GB",NA,23682
"Gold Key Technology Co Ltd NMUD416F82-4000F 16GB",NA,23681
"Corsair CMK64GX5M4B5600C36 16GB",NA,23680
"Jazer JAD3600U1808RGB 8GB",NA,23673
"Corsair CMK32GX5M2X5600C32 16GB",NA,23670
"G Skill Intl F4-4400C17-16GTZR 16GB",NA,23664
"G Skill Intl F4-3600C14-16GTRSA 16GB",NA,23664
"G Skill Intl F4-3600C16-8GTZSW 8GB",NA,23657
"G Skill Intl F4-4266C17-16GTRSB 16GB",NA,23645
"Corsair CMK32GX4M4D3600C16 8GB",NA,23635
"Acer BL.9BWWR.288 16GB",NA,23630
"G Skill Intl F4-3600C16-16GTZN 16GB",NA,23616
"Patriot Memory (PDP Systems) 4133 C18 Series 8GB",NA,23614
"Micron Technology 18ASF2G72AZ-3G2R1 16GB",105,23604
"Corsair CMT32GX5M2B5200C40 16GB",209,23591
"G Skill Intl F5-5600J4040C16G 16GB",266.95,23587
"Corsair CMN32GX4M4Z3600C18 8GB",NA,23578
"Kingston KF3600C16D4/16GX 16GB",NA,23573
"Kingston HP32D4U8D8HD-16X 16GB",NA,23564
"Mushkin MLX4C320GJJM8G 8GB",NA,23562
"A-DATA Technology AX4U360016G18I-BT41 16GB",NA,23561
"G Skill Intl F4-4000C16-8GTZN 8GB",NA,23560
"Corsair CMN64GX4M4Z3200C16 16GB",261.95,23558
"Corsair CMSX32GX5M2A5600C48 16GB",NA,23554
"G Skill Intl F4-3300C16-8GTZSW 8GB",NA,23544
"Golden Empire CL18-24-24 D4-4000 8GB",NA,23543
"Chun Well Technology Holding Limited MD4U0844181BRPDE 8GB",NA,23540
"Corsair CMK32GX4M2D3600C16 16GB",NA,23535
"Kingston KF556C40-16 16GB",NA,23532
"Thermaltake Technology Co Ltd R009D416GX2-3200C16A 16GB",NA,23532
"Corsair CMK32GX5M2E6200C36 16GB",NA,23531
"JUHOR JHD3600U1816JGRGB 16GB",NA,23531
"Kingston 9905734-157.A00G 32GB",NA,23528
"G Skill Intl F4-3733C17-8GTZKK 8GB",NA,23527
"Corsair CMWS8GL3200K16W4E 8GB",NA,23524
"Lexar Co Limited LD4BU016G-3600LA 16GB",NA,23511
"Wilk Elektronik S.A. IRK32D464L16A/16G 16GB",NA,23503
"Essencore Limited KD5AGUA80-72B340J 16GB",NA,23500
"Kingston KHX3600C17D4/8G 8GB",NA,23498
"SK Hynix AFLD416PH1CA 16GB",NA,23491
"Crucial Technology CT16G56C46U5.M8G1 16GB",48.99,23489
"Corsair CMH64GX5M4B6600C32 16GB",NA,23488
"A-DATA Technology AX4U36008G18I-ST41 8GB",NA,23476
"A-DATA Technology AX4U360016G18I-DT60 16GB",NA,23467
"Corsair CMH32GX5M2N6400C36 16GB",NA,23459
"Kingston KF4600C19D4/16GX 16GB",NA,23452
"Crucial Technology CT16G48C40U5.C8A1 16GB",NA,23447
"G Skill Intl F4-4000C18-32GTES 32GB",NA,23445
"Thermaltake Technology Co Ltd R020D408GX2-4400C19A 8GB",129,23443
"Chun Well Technology Holding Limited MD4U0836140BRADE 8GB",NA,23434
"Corsair CMH64GX5M4B6200C32 16GB",NA,23428
"G Skill Intl F4-4400C16-8GVK 8GB",NA,23427
"G Skill Intl F4-3800C14-8GTZN 8GB",NA,23426
"Samsung M378A4G43CB2-CWE 32GB",NA,23423
"G Skill Intl F4-3800C18-32GTZN 32GB",NA,23420
"SanMax Technologies Inc. SMD4-E32G88ME-32AA 32GB",NA,23416
"Team Group Inc. TEAMGROUP-UD4-5066 8GB",NA,23416
"Corsair CMN64GX4M2Z3600C18 32GB",749,23415
"SK Hynix HMAA4GU7CJR8N-XN 32GB",NA,23414
"G Skill Intl F4-3600C16-32GTZR 32GB",NA,23409
"G Skill Intl F4-4400C18-8GVKC 8GB",NA,23408
"Corsair CMK16GX4M2D3600C16 8GB",NA,23405
"G Skill Intl F4-4000C15-8GTZR 8GB",NA,23398
"G Skill Intl F4-4000C18-32GTEG 32GB",NA,23397
"Corsair CMW16GX4M2D3600C16 8GB",NA,23388
"A-DATA Technology AX4U320016G16A-ST41 16GB",NA,23387
"A-DATA Technology AX5U5200C3816G-BLARBK 16GB",NA,23386
"Samsung M425R1GB4PB0-CWMOL 8GB",NA,23385
"Hewlett-Packard 7EH74AA# 8GB",NA,23358
"Corsair CMT32GX5M2B5600C36 16GB",201.99,23355
"Crucial Technology CT32G56C46S5.M16B2 32GB",98.99,23351
"G Skill Intl F4-3200C14-16GTZKY 16GB",NA,23343
"A-DATA Technology AX4U320016G16A-DT60 16GB",NA,23337
"Corsair CMW32GX4M4C3200C14 8GB",409.99,23331
"Corsair CMK96GX5M2B5200C38 48GB",470.95,23326
"G Skill Intl F4-4400C17-16GTRS 16GB",NA,23323
"G Skill Intl F4-3800C16-16GTZN 16GB",NA,23320
"Essencore Limited KD4AGU880-36A180U 16GB",NA,23313
"Corsair CMT64GX5M4B6400C32 16GB",NA,23310
"Team Group Inc. UD5-7000 16GB",NA,23304
"Corsair CMW16GX4M2Z4000C18 8GB",NA,23301
"Crucial Technology CT32G48C40U5.C16A1 32GB",NA,23299
"Lexar Co Limited LD4EU016G-4000WA 16GB",NA,23298
"G Skill Intl F4-4000C14-16GTEG 16GB",NA,23289
"A-DATA Technology AX4U360016G18I-DB10 16GB",NA,23283
"Corsair CMT32GX4M4K3600C16 8GB",529.99,23282
"Mushkin MR[A/B]4U360JNNM32G 32GB",NA,23278
"Corsair CMT64GX4M4Z3600C18 16GB",NA,23267
"Samsung M323R2GA3DB0-CWMOL 16GB",NA,23266
"Corsair CMK16GX4M2C3200C16 8GB",NA,23263
"A-DATA Technology AX4U360032G18I-BBKD3 32GB",NA,23259
"Cuso YX4U3600E18082C 8GB",NA,23249
"Samsung M425R2GA3BB0-CWMOD 16GB",NA,23243
"SK Hynix FRD4AB8B3Z1ZBZZ01 16GB",NA,23242
"Neo Forza NMGD480E82-3200D 8GB",NA,23238
"A-DATA Technology AX4U320016G16A-BT50 16GB",NA,23230
"Gloway International Co. Ltd. ABY4U3600E18082C 8GB",NA,23226
"Crucial Technology CT32G52C42S5.M16GB 32GB",NA,23223
"V-Color Technology Inc. TL1646820C-E6PGAWK 16GB",NA,23221
"A-DATA Technology AX4U320016G16A-DR30 16GB",NA,23218
"V-Color Technology Inc. TO416G32D816CSPSXS 16GB",NA,23216
"G Skill Intl F4-4000C15-8GVK 8GB",NA,23209
"G Skill Intl F4-3600C16-32GTZN 32GB",NA,23202
"Kingston CBD32D4U2D8MF-32 32GB",NA,23201
"G Skill Intl F4-3600C16-8GTRSC 8GB",NA,23199
"Corsair CMH48GX5M2B7000C36 24GB",NA,23195
"Kingston CBD32D4U2D8MR-16 16GB",NA,23188
"Kingston 9905734-400.A00G 32GB",NA,23187
"Apacer Technology D32.27306S.002 32GB",NA,23179
"G Skill Intl F4-3600C16-32GVK 32GB",NA,23177
"A-DATA Technology AX4U360016G18I-DW50 16GB",NA,23167
"Essencore Limited KD4AGU880-36A180C 16GB",NA,23159
"G Skill Intl F4-4000C18-16GTRG 16GB",NA,23150
"Team Group Inc. TEAMGROUP-UD5-4800 16GB",NA,23142
"Micron Technology MTC8C1084S1UC48BA1 16GB",NA,23141
"Samsung ZIONBLAZE16GBXMP3000 16GB",NA,23136
"G Skill Intl F4-4600C19-8GTZRE 8GB",NA,23133
"Mushkin MR[ABC]4U360JNNM16G 16GB",NA,23132
"OCPC MMX3A2K16GD436C18 8GB",NA,23130
"A-DATA Technology AX4U36008G18I-SBKD35 8GB",NA,23124
"G Skill Intl F4-4133C19-8GTZKKF 8GB",NA,23123
"G Skill Intl F4-4400C19-16GVK 16GB",NA,23115
"G Skill Intl F5-6800J3446F48G 48GB",NA,23097
"G Skill Intl F4-3600C16-8GTZN 8GB",NA,23090
